,text,sentiment
12931,Of course it is Monday and @TLRailUK are delayed through Welham Green! Usual shoddy service! #changeoperator #changefranchise,negative
1201,(Thameslink Update) 16:07 St Albans City to Sutton Surrey due 17:44 - 16:07 St Albans City to Sutton Surrey due 17:44 has been delayed at St Albans City and is now 5 minutes late.,negative
16853,"[BBC] ""Govia Thameslink fined £1m over Gatwick Express window death https://t.co/oJCeOzsdDT "" | @BBCNews https://t.co/LpondJcSvH",neutral
7887,"@TLRailUK Why does an incident between Haywards Heath and Brighton impact Salfords services? Two cancellations meant no service between 06:50 and 08:20. I appreciate anyone being hit by a train is awful and causes delay, but don't understand why trains running nowhere near are affected.",negative
1272,(Thameslink Update) 17:33 Orpington to Luton due 19:21 - 17:33 Orpington to Luton due 19:21 is being delayed at Orpington.,neutral
10843,"@jcreedy @TLRailUK @CommitteeHart I can only apologise for the service tonight, many services have been cancelled due to the availability of train crew and there is a broken down train blocking a line. Please be sure to claim for delay repay using this link https://t.co/lMBcjmQqrB ^M",negative
12125,"From new lifts to extra toilets, Govia @TLRailUK Railway is showcasing the wide range of improvements across its network, inc Hertford North, as part of #StationsDay https://t.co/UvzdEdN1Eb",neutral
15094,"@MrsCarrothead @sarajcox @BBCRadio2 Can confirm, I ate the floor quiche. THAMESLINK floor quiche. I regret nothing.",neutral
9760,@TLRailUK why are you making the 7.41 Three Bridges to Cambridge 8 cars. We haven't left yet and there are no seats,negative
4800,"@TLRailUK @GatwickExpress And your crappy screens on my train are stuck on safety information, good work!",negative
3950,@SW_Help @LNER @GWRHelp @VirginTrains @TPEassist @northernassist @EastMidRailway @ScotRail @CrossCountryUK @chilternrailway @greateranglia @SouthernRailUK @GC_Rail @GNRailUK @Hull_Trains @Se_Railway @TLRailUK @SW_Help is great but why does @BBCSouthNews and @TheBreeze_107 still announce late cancelled trains around Farnham hours after problem cleared,neutral
3209,@GrumpNow @tlupdates @TLRailUK @SouthernRailUK @delayrepaygenie OMG your app is amazing 🙌🏻,positive
16170,"@briwebb @TLRailUK @TfL @LondonDLR Hear, hear! And why couldn’t you make an announcement at London Bridge—could have changed to a New Cross train at LBG.",negative
9986,"@TLRailUK yet another delayed train to Sutton. Reason? I assume no drivers, no staff no management which one???",negative
2339,2028 LNER train to Kings Cross: On time - plat 2 2028 Great Northern train to Moorgate via Hertford North: On time - plat 4 2032 Thameslink train to Brighton: expected 2035 - plat 1 2040 Thameslink train to Kings Cross: Delayed - plat 1,neutral
7979,"@TLRailUK Yeah fantastic just stood here for 2 hours, late to work delayed a train 4 times then finally cancelled it only for the next train to be delayed too whilst 5 or 6 trains have flown past me since!Every time there’s a bit of rain something like this happens 😂",neutral
5045,@TLRailUK @TLRailUK #LateArrivalMissedConnection by being 5 minutes late: delayed by engineering works between Purley & Croydon today from #Redhill (11:21) to #LondonBridge via @GrumpNow Accumulated delay: 7 minutes. https://t.co/umnxJb6nrT,neutral
7901,@TLRailUK Why is 17:31 from Farringdon to Bedford just stopped somewhere around Redlett? Nothing announced. We just haven’t moved for almost 10 mins.,negative
5657,"@TLRailUK Delays due to a person being taken ill on a broken down train and some kind of signal failure. Driver, boards and LB announcer need to get on the same page 🤦‍♂️",negative
2857,@CooperTemple @LNRailway I was on Thameslink yesterday - 12 coaches + heating. So much better!,positive
6742,"@TLRailUK Looks like there has been a timetable change. Again not heard any announcements about this change. Unless of course the announcements come over the PA system when an express train goes through the station, like they usually seem to do.",negative
11644,Also @GNRailUK I like the seat cushion design on the 717s as it’s vandal proof eg unlike on the 700s you can’t remove the seat cushion! Another lesson for @TLRailUK and @Siemens Class 700 fleet 😊,neutral
2665,"@BBCSussex @SouthernRailUK @TLRailUK @SussexTW @SussexIncidents Southern are saying services are resuming with residual delays southbound. Is there a parallel universe going on here, I'm trying to work out times to meet a friend and your info appears to be totally misleading. Public service broadcasting my elbow.",neutral
2208,1834 Thameslink train to Peterborough: Delayed - plat 2 1856 Thameslink train to Horsham: On time - plat 1 1904 Thameslink train to Peterborough: expected 1908 - plat 2 1926 Thameslink train to Horsham: On time - plat 1,neutral
8481,@TLRailUK do none of your trains have Wi-Fi anymore? all the trains I have been on recently do not seem to have it. #thameslink,negative
3049,@GNRailUK @Dentist64 @tlupdates 17:31 (delayed) St Pancras to Cambridge and also 07:47 Cambridge to Liverpool St (though this was @greateranglia service). Also numerous cross london @TLRailUK and @Se_Railway services taken during the day. No enforcement of rules so a minority of people are not following them,neutral
13103,"Same on Thameslink Bedford-London-Brighton. Can't get any work done, seats crammed in, all about increasing profit not about what customers want / need.",negative
14399,hi @TLRailUK at some of your stations all the train doors open automatically (eg Blackfriars) at others passengers have to press the button to open doors (eg Herne Hill). Is it possible to change so that all doors open at stations without having to press the button @helenhayes_,neutral
7906,@TLRailUK Why is my northbound crawling from Mill Hill? No driver announcements. Crawling for 20 mins so far.,negative
10025,"@TLRailUK your Class 700’s on the ECML may be fairly modern but they have the most uncomfortable passenger seats I have ever used on a train. On a weekend can anyone just sit in 1st class? Seats look better and no one ever checks. Back pain today, cheers for that!",negative
8064,"@TLRailUK You say not targeted- but every time this service has been delayed over the past few week, the stations between Horsham and East Croydon have been skipped! Feels like a conscious decision to me!",negative
4832,@TLRailUK @JessWinch Buses have started to arrive - but very long queues. Now been waiting in the rain for over 1hr even to get a bus which MIGHT get me to a train.,neutral
4886,"@TLRailUK @NetworkRailSE Or anywhere it seems. You’ve cancelled half the northbound trains and the rest you’ve listed as delayed with no arrival expectancy. Seriously, this is your ‘go to’ strategy? Insane. https://t.co/i5Yu67vizR",negative
3852,"@RHG14 @tlupdates @TLRailUK Only about a third of the class 700's have wi fi and it's not meant for streaming films or watching YouTube, its low output. https://t.co/90QulGcMEl",negative
101,#PottersBar - Delays to Great Northern and Thameslink services between London and Cambridge / Peterborough can be expected to continue until 22:00. https://t.co/fnXZzRw6ZQ,negative
894,(Thameslink Update) 06:34 St Albans City to Sutton Surrey due 08:14 - 06:34 St Albans City to Sutton Surrey due 08:14 has been delayed at St Pancras International and is now 7 minutes late.,negative
4424,@TLRailUK #thameslink just left kings cross on a semi fast train to St Albans only at West Hampstead to all be told to leave as you are putting it out of service and into the depot and now we are all in the rain waiting for another train - why?,negative
3929,@RobertoMoir @TLRailUK I was on the same train. No information given to passengers. One member of station staff who had no info either. No announcement made when trains started running again.,negative
4474,@TLRailUK 0645 Ifield to Bedford delayed yet again. The reason? This train is delayed every day now. #thameslink,negative
3706,@Newable @blackrock @GTRailUK @lb_southwark @NeilKirby7 - Station Way Peckham Rye Station ...plus public domain walkways floors filthy + need deep cleaning and cleaned daily please...@CLaCarreta @coalrooms @stationbarber https://t.co/K1GrxN1INT,negative
389,"#TLUpdates - Services are subject to delays of up to 10 minutes, whilst a safety inspection of the track takes place between West Hampstead Thameslink and St Albans City.Please check your journey before you travel this afternoon.ℹ👇thameslinkrailway.com/travel-informa…",negative
5426,@TLRailUK Another train. Station announcer cocked the announcement twice to confuse everyone. It's a joke. I hope the earlier driver is sacked,negative
4062,@Se_Railway @nathanjbolton Because 25 minutes isn't disruptive at all! You should have Delay Repay 15 like Southern and Thameslink. SE customers have to put up with being ripped off as well as a shoddy service.,negative
