,text,topic
16702,"So @TLRailUK have been fined £1,000,000 because a ‘rail fanatic’ died after putting their head out of a window on a moving train. How in hell is that the train companies fault? Horrendous though it is for his family and those who witnessed it, it was only @DarwinAwards in action.",none
9862,@TLRailUK why is the 0711 St Neots / 0806 Peterborough train delayed? Assume now cancelled?,delays
10545,@connormwilson_ @TLRailUK apparently it’s a defect (Driver just made an announcement).,none
12546,"If I die of hypothermia one of these days, blame @TLRailUK . Train delayed every single day. ‘Signally fault’ or some rubbish.",delays
15909,@TLRailUK announcing as doors closing that aren’t going to bother stopping until Blackfriars (from Wimbledon) not overly helpful to be honest... now stuck on board,service
16577,I wish @TLRailUK trains had big tables at the seats of four 😂 I need to rest on arms on it while I watch Netflix 😆,none
218,#TLUpdates - Due to a safety inspection of the track between Oxted and South Croydon the line towards East Croydon is disrupted. Train services running through these stations may be subject to delays. More information to follow.,delays
1053,(Thameslink Update) 10:49 Bedford to Brighton due 13:15 - 10:49 Bedford to Brighton due 13:15 has been delayed at Luton Airport Parkway and is now 4 minutes late.,delays
631,"#Travel A person has been hit by a train been New Cross Gate and Norwood Junction resulting in all lines being blocked between these stations. Trains across the whole Southern and Thameslink network may be cancelled, delayed or revised. Major disruption is expected until 15:00.",delays
10682,@fxx63 @tlupdates @TLRailUK @TransportFocus I’m sure they wouldn’t be saying the train had arrived if someone opened the doors at that point. Can’t say I’m surprised they can’t even grasp the meaning of “arrived” though.,none
16888,@TLRailUK hi there. When will the details for engineering work over the Xmas/New Year period on the London Kings X / Peterborough line be announced? I've seen 25-30 no trains to Kings X but are they going to Potters Bar? No info at all for New Year. Would be great to know 👍,service
3888,@RailwayHeritage @MrTimDunn @TLRailUK Was this the pub that you could see the roof of when you stood on the platform going from London Bridge towards Lewisham before it was all changed?,none
4643,@TLRailUK 7.28 wvf-btn cancelled 7.58 just showing as delayed. What’s happening this morning? Please don’t cancel the .58 it’s too cold to be waiting for the delayed 8.28 #commuter #delayed #cold #wheresmytrain #lateforwork,delays
3855,"@RMTunion I thought @SWRRLY were keeping on board guards & just letting drivers close the doors like they do on @TLRailUK (without incidence) Glad I work from home, I hope more people get option to do that thanks to the strikes & less money for you. #CuttingOffYourNoses",none
6344,"@TLRailUK I was on the train. At Luton, the driver announced it would then be fast to Bedford, hence missing my stop. I'm not looking for a solution. I'm on a train. I just want to complain. @TLRailUK simply doesn't care about passengers. We are an inconvenience.",none
5001,@TLRailUK @SouthernRailUK Yea that’s were I normally change for Thameslink but the trains are delayed from st Pancras so I’m gonna be late waiting for it to get through surely it should be ok till this is sorted,delays
9192,@TLRailUK please turn air con on cooler on 7:07 brighton to Cambridge carriage 412121 Thanks,air conditioning
2160,1812 Great Northern train to Peterborough: Delayed 1821 Thameslink train to Cambridge: On time 1824 Great Northern train to Baldock: On time - plat 1 1830 LNER train to Edinburgh: On time - plat 0 1833 LNER train to Bradford Forster Square: On time - plat 3,delays
8830,@TLRailUK if the window is that damaged should the train really be in passenger service? 412143 https://t.co/OMBpf2C1In,windows
6663,@TLRailUK I’ve used southern at HH as station guard said this was ok. Some of us actually have to be at work early and simply don’t have the luxury of waiting to see if a thameslink turns up,delays
7076,@TLRailUK Residual 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂understatement of the year only a 50 minutes wait don’t @ me with the delay replay crap pls,delays
148,"#TLUpdates - A train at Farringdon was temporarily at a stand, delaying a number of trains behind it.It has now moved, but will cause some delays to services while we work to restore the train service.",delays
438,"#TLUpdates - Some services between St Pancras International, West Hampstead Thameslink and Bedford remain subject to delay and cancellation this evening. ℹ️To check your service and for travel advice👇https://t.co/lUiVbRJvTD",delays
11494,"@trainmad25 @TLRailUK Hi Simon, trains from Rochester to Victoria are delayed by the heavy flooding still, but there is a service expected to arrive at Rochester at 10:40. ^BS",delays
4840,@TLRailUK @LDNOverground any chance in future if the 0608 Norwood Jnc to Bedford is delayed it can be announced on the to tannoy or at least a member off staff come on the platform to tell passengers,none
7522,"@TLRailUK The display board said it was all stations. The announcement when we boarded said it was all stations. But when we reached St Pancras, it was announced that it was now going non stop to St Albans. So, a lot of us had to come off the train there and board another overcrowded one.",none
10245,@Tsumiki78 @GC_Rail @TLRailUK Please listen for their announcements. ^JT,none
9620,"@TLRailUK what is going on with your Luton service from Kentish Town? Listed as delayed, but no detail or update. Do I need to taxi it to the airport?? Update ASAP please!",delays
9925,@TLRailUK why the delay on the 1539 at Albans to Bedford?,delays
12793,"Morning @TLRailUK Just so you’re aware 700034 has NO working toilets today, it’s currently working 9K15 08:02 LUT to ORP. Any chance you could get your service page to reflect this and the other services this unit is working today please? Ta",toilets
6991,"@TLRailUK Only need to go to HHE myself but thanks for the advice. The station staff at BFR are useless, if it's not on the screens they have no idea about anything.",station
8298,@TLRailUK been sat at Gatwick for over 30 mins - no communication on how long the delay will be. Can you provide an indication please.,delays
7160,@TLRailUK So why aren't on board announcements being made (pretty typical whenever there are delays)?,service
4866,@TLRailUK @NOVASOL_UK Its generally all trains and carriages. But today's train is the 17.05 departure from London bridge to Brighton. The train is absolutely filthy internally. Cobwebs at high levels and the floor has not been cleaned since manufacture.,floor
10419,"@braincell_23 @TLRailUK On way back to celebrate @WoolwichCarniv1 now, @TLRailUK London-bound has tables + WiFi but still nobody checking tickets!",wifi
11584,A train operator has been fined £1 million for the death of a passenger who put his head out of a carriage window. https://t.co/LaxxVmI2KD,none
6304,@TLRailUK I think your CIS screens on platform A at #StPancras are having a bit of an identity crisis! 😉 https://t.co/BTfx2plW7Z,announcements
2465,2257 train to Sutton (Surrey): Delayed - plat A 2308 train to Bedford: Cancelled 2312 train to Margate: On time - plat 11 2313 train to West Hampstead Thameslink: Cancelled 2321 train to Bedford: Cancelled 2322 train to Brighton: Cancelled,delays
7586,@TLRailUK There are lights on and main doors open but can’t see any staff,none
10622,"@elizbenjamin @TfLRail @TLRailUK @networkrail Most MPs are understandably preoccupied at the moment, but if enough complaints reach their in-trays about something, they may eventually be galvanised into action.",none
14755,⚠️ #TLUpdates - Southbound services are unable to run from Finsbury Park to St Pancras. Services to/from Kings Cross are also beind delayed due to resulting congestion. 🎫 Ticket acceptance with @TfL Underground is in place to assist your journey. ℹ️👇 https://t.co/iYMraBkjSy,delays
968,(Thameslink Update) 08:30 Rainham Kent to Luton due 11:01 - 08:30 Rainham Kent to Luton due 11:01 is being delayed between Gravesend and London Blackfriars and is now expected to be 7 minutes late.,delays
5278,"@TLRailUK @tlupdates @TransportFocus Now we are being held up at Gatwick Airport, the first train of the day and it’s already destroyed my chances of getting to work on time. I want to know the reason for the delays.",delays
4361,"@SteveWhiteRail @TLRailUK Oh and whilst I'm moaning... 18 months we've been promised that the shockingly bad 700's will ALL be retro-fitted with tables, wifi, coathooks... You know, the sort of things passengers in a civilised society take for granted. Yet we are STILL waiting for these basics. Why?",tables
5296,"@TLRailUK @tonyharkin3789 What a rubbish excuse ... what, were the trains needing repairs blocking this trains departure ??",none
13196,Sitting on a part manned @Se_Railway station in the only shelter that has excrement on the seat and in it waiting for my train that has been cancelled by @TLRailUK as no crews! #darkersideofcommute #thinkillchancetherain https://t.co/gMTzGCuttD,delays
10926,@kisseswithamor @PozzyWozzy @TLRailUK Bet you hit the roof.,none
